"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Veszprém megye";"11983";"12141,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13694";"14098,5";
"";"";"";"Vas megye";"8537";"8649,5";
"";"";"";"Zala megye";"9441";"9587,0";
"";"";"";"Baranya megye";"12747";"12881,0";
"";"";"";"Somogy megye";"10514";"10594,0";
"";"";"";"Tolna megye";"7768";"7854,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23764";"23884,5";
"";"";"";"Heves megye";"9650";"9751,0";
"";"";"";"Nógrád megye";"6879";"6982,5";
"";"";"";"Hajdú-Bihar megye";"17471";"17781,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19084";"19313,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12591";"12775,5";
"";"";"";"Bács-Kiskun megye";"16803";"17065,0";
"";"";"";"Békés megye";"12030";"12218,0";
"";"";"";"Csongrád megye";"13048";"13392,5";
"";"";"40 - 44 éves";"Budapest";"44261";"43632,5";
"";"";"";"Pest megye";"34483";"34475,5";
"";"";"";"Fejér megye";"14189";"13981,0";
"";"";"";"Komárom-Esztergom megye";"10358";"10279,5";
"";"";"";"Veszprém megye";"12528";"12334,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13885";"13666,0";
"";"";"";"Vas megye";"8827";"8720,5";
"";"";"";"Zala megye";"10042";"9888,5";
"";"";"";"Baranya megye";"13856";"13548,5";
"";"";"";"Somogy megye";"11071";"10921,5";
"";"";"";"Tolna megye";"8118";"8002,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24468";"24074,0";
"";"";"";"Heves megye";"10173";"10000,0";
"";"";"";"Nógrád megye";"7448";"7300,5";
"";"";"";"Hajdú-Bihar megye";"17861";"17603,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19724";"19404,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12889";"12659,5";
"";"";"";"Bács-Kiskun megye";"17646";"17344,5";
"";"";"";"Békés megye";"12206";"12026,0";
"";"";"";"Csongrád megye";"12775";"12607,5";
"";"";"45 - 49 éves";"Budapest";"61971";"58932,5";
"";"";"";"Pest megye";"43058";"42176,5";
"";"";"";"Fejér megye";"17876";"17565,5";
"";"";"";"Komárom-Esztergom megye";"12834";"12584,0";
"";"";"";"Veszprém megye";"15424";"15192,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17607";"17376,0";
"";"";"";"Vas megye";"11122";"10901,5";
"";"";"";"Zala megye";"12660";"12488,0";
"";"";"";"Baranya megye";"16626";"16508,5";
"";"";"";"Somogy megye";"14028";"13818,5";
"";"";"";"Tolna megye";"10541";"10355,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"28712";"28386,0";
"";"";"";"Heves megye";"12815";"12632,5";
"";"";"";"Nógrád megye";"8750";"8626,0";
"";"";"";"Hajdú-Bihar megye";"21265";"21162,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22887";"22788,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"16734";"16397,5";
"";"";"";"Bács-Kiskun megye";"21451";"21228,5";
"";"";"";"Békés megye";"16338";"16040,0";
"";"";"";"Csongrád megye";"16503";"16219,5";
"";"";"50 - 54 éves";"Budapest";"56746";"57772,0";
"";"";"";"Pest megye";"39291";"39961,0";
"";"";"";"Fejér megye";"15221";"15441,0";
"";"";"";"Komárom-Esztergom megye";"10770";"10941,0";
"";"";"";"Veszprém megye";"12774";"12939,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15370";"15578,0";
"";"";"";"Vas megye";"10187";"10267,5";
"";"";"";"Zala megye";"10831";"10928,5";
"";"";"";"Baranya megye";"13462";"13632,0";
"";"";"";"Somogy megye";"12099";"12215,5";
"";"";"";"Tolna megye";"8999";"9097,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23907";"24165,5";
"";"";"";"Heves megye";"11174";"11246,5";
"";"";"";"Nógrád megye";"7569";"7684,0";
"";"";"";"Hajdú-Bihar megye";"17896";"17979,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19148";"19259,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14177";"14381,0";
"";"";"";"Bács-Kiskun megye";"18372";"18543,0";
"";"";"";"Békés megye";"14112";"14187,0";
"";"";"";"Csongrád megye";"14368";"14488,5";
"";"";"55 - 59 éves";"Budapest";"53969";"53585,5";
"";"";"";"Pest megye";"32210";"32828,0";
"";"";"";"Fejér megye";"11465";"11735,5";
"";"";"";"Komárom-Esztergom megye";"8936";"9051,0";
"";"";"";"Veszprém megye";"10195";"10348,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12772";"12938,0";
"";"";"";"Vas megye";"7790";"7934,5";
"";"";"";"Zala megye";"7998";"8211,5";
"";"";"";"Baranya megye";"10543";"10677,5";
"";"";"";"Somogy megye";"9102";"9341,0";
"";"";"";"Tolna megye";"6914";"7106,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18516";"18688,0";
"";"";"";"Heves megye";"9113";"9202,5";
"";"";"";"Nógrád megye";"6169";"6207,0";
"";"";"";"Hajdú-Bihar megye";"13942";"14149,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13145";"13588,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11342";"11451,0";
"";"";"";"Bács-Kiskun megye";"15177";"15313,5";
"";"";"";"Békés megye";"11287";"11426,5";
"";"";"";"Csongrád megye";"12464";"12494,0";
"";"";"60 - 64 éves";"Budapest";"43073";"43910,0";
"";"";"";"Pest megye";"25996";"26661,5";
"";"";"";"Fejér megye";"9823";"9918,5";
"";"";"";"Komárom-Esztergom megye";"7956";"7999,0";
"";"";"";"Veszprém megye";"9043";"9098,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10302";"10477,0";
"";"";"";"Vas megye";"6572";"6600,0";
"";"";"";"Zala megye";"6939";"6940,0";
"";"";"";"Baranya megye";"9831";"9753,0";
"";"";"";"Somogy megye";"8008";"7964,0";
"";"";"";"Tolna megye";"5907";"5853,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16936";"16834,5";
"";"";"";"Heves megye";"7882";"7958,0";
"";"";"";"Nógrád megye";"5694";"5728,5";
"";"";"";"Hajdú-Bihar megye";"12010";"12099,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"10953";"10967,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10187";"10208,5";
"";"";"";"Bács-Kiskun megye";"12579";"12705,0";
"";"";"";"Békés megye";"9806";"9885,0";
"";"";"";"Csongrád megye";"10365";"10556,5";
"";"";"65 - 69 éves";"Budapest";"33091";"32929,0";
"";"";"";"Pest megye";"19305";"19424,0";
"";"";"";"Fejér megye";"8247";"8169,0";
"";"";"";"Komárom-Esztergom megye";"6277";"6241,0";
"";"";"";"Veszprém megye";"7234";"7184,0";
"";"";"";"Gyõr-Moson-Sopron megye";"7799";"7760,5";
"";"";"";"Vas megye";"4917";"4956,5";
"";"";"";"Zala megye";"5710";"5653,0";
"";"";"";"Baranya megye";"8351";"8288,0";
"";"";"";"Somogy megye";"6392";"6344,5";
"";"";"";"Tolna megye";"4920";"4895,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"14766";"14602,0";
"";"";"";"Heves megye";"6834";"6703,0";
"";"";"";"Nógrád megye";"4818";"4765,5";
"";"";"";"Hajdú-Bihar megye";"9915";"9871,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"9510";"9388,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8763";"8697,0";
"";"";"";"Bács-Kiskun megye";"10642";"10512,0";
"";"";"";"Békés megye";"8501";"8458,5";
"";"";"";"Csongrád megye";"8316";"8287,5";
"";"";"70 - 74 éves";"Budapest";"31394";"30984,0";
"";"";"";"Pest megye";"15706";"15785,5";
"";"";"";"Fejér megye";"6954";"6955,5";
"";"";"";"Komárom-Esztergom megye";"4787";"4840,5";
"";"";"";"Veszprém megye";"6368";"6349,0";
"";"";"";"Gyõr-Moson-Sopron megye";"7119";"7101,0";
"";"";"";"Vas megye";"4423";"4383,0";
"";"";"";"Zala megye";"5334";"5288,5";
"";"";"";"Baranya megye";"6973";"6942,5";
"";"";"";"Somogy megye";"5808";"5747,5";
"";"";"";"Tolna megye";"4175";"4168,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"11726";"11746,0";
"";"";"";"Heves megye";"5851";"5862,0";
"";"";"";"Nógrád megye";"3749";"3773,5";
"";"";"";"Hajdú-Bihar megye";"8356";"8377,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"8230";"8205,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"7297";"7263,0";
"";"";"";"Bács-Kiskun megye";"9265";"9218,5";
"";"";"";"Békés megye";"7167";"7161,5";
"";"";"";"Csongrád megye";"7217";"7159,0";
"";"";"75 - 79 éves";"Budapest";"23100";"23214,5";
"";"";"";"Pest megye";"10128";"10192,0";
"";"";"";"Fejér megye";"4356";"4408,0";
"";"";"";"Komárom-Esztergom megye";"3154";"3165,5";
"";"";"";"Veszprém megye";"4051";"4082,0";
"";"";"";"Gyõr-Moson-Sopron megye";"5336";"5305,0";
"";"";"";"Vas megye";"3204";"3159,0";
"";"";"";"Zala megye";"3707";"3693,0";
"";"";"";"Baranya megye";"4408";"4486,5";
"";"";"";"Somogy megye";"3950";"3930,0";
"";"";"";"Tolna megye";"2971";"2932,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7733";"7675,0";
"";"";"";"Heves megye";"3884";"3890,0";
"";"";"";"Nógrád megye";"2439";"2413,5";
"";"";"";"Hajdú-Bihar megye";"5929";"5864,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5790";"5713,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5177";"5165,5";
"";"";"";"Bács-Kiskun megye";"6401";"6403,5";
"";"";"";"Békés megye";"5695";"5605,5";
"";"";"";"Csongrád megye";"5239";"5215,0";
"";"";"80 - 84 éves";"Budapest";"13892";"14414,5";
"";"";"";"Pest megye";"5613";"5875,0";
"";"";"";"Fejér megye";"2108";"2242,5";
"";"";"";"Komárom-Esztergom megye";"1619";"1707,5";
"";"";"";"Veszprém megye";"2133";"2215,5";
"";"";"";"Gyõr-Moson-Sopron megye";"2852";"2996,0";
"";"";"";"Vas megye";"1749";"1822,5";
"";"";"";"Zala megye";"1899";"2026,5";
"";"";"";"Baranya megye";"2367";"2476,0";
"";"";"";"Somogy megye";"2086";"2177,0";
"";"";"";"Tolna megye";"1570";"1670,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4083";"4315,0";
"";"";"";"Heves megye";"2099";"2192,5";
"";"";"";"Nógrád megye";"1328";"1383,5";
"";"";"";"Hajdú-Bihar megye";"3239";"3394,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2799";"2986,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"2547";"2706,5";
"";"";"";"Bács-Kiskun megye";"3501";"3664,0";
"";"";"";"Békés megye";"3140";"3303,5";
"";"";"";"Csongrád megye";"2922";"3087,5";
"";"";"85 - X  éves";"Budapest";"8024";"7824,0";
"";"";"";"Pest megye";"2791";"2713,0";
"";"";"";"Fejér megye";"872";"858,0";
"";"";"";"Komárom-Esztergom megye";"721";"699,0";
"";"";"";"Veszprém megye";"990";"981,0";
"";"";"";"Gyõr-Moson-Sopron megye";"1371";"1345,5";
"";"";"";"Vas megye";"878";"857,5";
"";"";"";"Zala megye";"870";"840,5";
"";"";"";"Baranya megye";"1051";"1000,5";
"";"";"";"Somogy megye";"904";"895,0";
"";"";"";"Tolna megye";"668";"652,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"1831";"1773,0";
"";"";"";"Heves megye";"921";"882,5";
"";"";"";"Nógrád megye";"612";"604,0";
"";"";"";"Hajdú-Bihar megye";"1564";"1516,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"1184";"1133,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"1432";"1358,0";
"";"";"";"Bács-Kiskun megye";"1634";"1565,0";
"";"";"";"Békés megye";"1669";"1617,0";
"";"";"";"Csongrád megye";"1568";"1509,0";
"";"Nõ";"0 -  4 éves";"Budapest";"33145";"33274,5";
"";"";"";"Pest megye";"28415";"28857,0";
"";"";"";"Fejér megye";"9542";"9567,5";
"";"";"";"Komárom-Esztergom megye";"7194";"7114,0";
"";"";"";"Veszprém megye";"7892";"7880,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9591";"9677,0";
"";"";"";"Vas megye";"5598";"5577,0";
"";"";"";"Zala megye";"5783";"5791,5";
"";"";"";"Baranya megye";"8925";"8858,5";
"";"";"";"Somogy megye";"7696";"7621,0";
"";"";"";"Tolna megye";"5426";"5413,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19552";"19273,0";
"";"";"";"Heves megye";"7580";"7545,5";
"";"";"";"Nógrád megye";"5143";"5119,0";
"";"";"";"Hajdú-Bihar megye";"14346";"14221,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16846";"16547,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9900";"9836,5";
"";"";"";"Bács-Kiskun megye";"12331";"12280,5";
"";"";"";"Békés megye";"8723";"8613,5";
"";"";"";"Csongrád megye";"9286";"9318,0";
"";"";"5 - 9  éves";"Budapest";"33582";"32859,0";
"";"";"";"Pest megye";"31558";"31372,5";
"";"";"";"Fejér megye";"11498";"11223,5";
"";"";"";"Komárom-Esztergom megye";"8347";"8182,0";
"";"";"";"Veszprém megye";"9487";"9278,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11005";"10779,5";
"";"";"";"Vas megye";"6889";"6674,5";
"";"";"";"Zala megye";"7042";"6891,0";
"";"";"";"Baranya megye";"10258";"10024,0";
"";"";"";"Somogy megye";"8876";"8709,5";
"";"";"";"Tolna megye";"6329";"6169,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22151";"21856,0";
"";"";"";"Heves megye";"8237";"8132,0";
"";"";"";"Nógrád megye";"5792";"5715,5";
"";"";"";"Hajdú-Bihar megye";"16030";"15788,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19310";"19124,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11476";"11263,5";
"";"";"";"Bács-Kiskun megye";"14561";"14186,5";
"";"";"";"Békés megye";"10152";"9954,5";
"";"";"";"Csongrád megye";"10762";"10570,0";
"";"";"10 - 14 éves";"Budapest";"38869";"38504,0";
"";"";"";"Pest megye";"34194";"34466,5";
"";"";"";"Fejér megye";"13678";"13583,5";
"";"";"";"Komárom-Esztergom megye";"9645";"9584,5";
"";"";"";"Veszprém megye";"11037";"10993,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12572";"12501,0";
"";"";"";"Vas megye";"7758";"7775,0";
"";"";"";"Zala megye";"8536";"8380,5";
"";"";"";"Baranya megye";"11725";"11669,0";
"";"";"";"Somogy megye";"10206";"10218,0";
"";"";"";"Tolna megye";"7730";"7645,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24779";"24524,5";
"";"";"";"Heves megye";"9503";"9404,5";
"";"";"";"Nógrád megye";"6571";"6518,5";
"";"";"";"Hajdú-Bihar megye";"18329";"18192,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20605";"20447,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13213";"13070,5";
"";"";"";"Bács-Kiskun megye";"17167";"17061,5";
"";"";"";"Békés megye";"12140";"12029,5";
"";"";"";"Csongrád megye";"12348";"12280,0";
"";"";"15 - 19 éves";"Budapest";"44747";"44221,0";
"";"";"";"Pest megye";"33257";"33585,0";
"";"";"";"Fejér megye";"13383";"13403,5";
"";"";"";"Komárom-Esztergom megye";"9941";"9918,5";
"";"";"";"Veszprém megye";"12209";"12098,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13999";"13924,5";
"";"";"";"Vas megye";"8084";"8046,0";
"";"";"";"Zala megye";"9358";"9315,0";
"";"";"";"Baranya megye";"13104";"12954,0";
"";"";"";"Somogy megye";"10361";"10272,5";
"";"";"";"Tolna megye";"7778";"7745,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25798";"25608,5";
"";"";"";"Heves megye";"10168";"10134,0";
"";"";"";"Nógrád megye";"6632";"6611,0";
"";"";"";"Hajdú-Bihar megye";"19062";"19105,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21614";"21424,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13387";"13294,0";
"";"";"";"Bács-Kiskun megye";"17637";"17508,5";
"";"";"";"Békés megye";"12879";"12748,0";
"";"";"";"Csongrád megye";"13454";"13352,5";
"";"";"20 - 24 éves";"Budapest";"64544";"62324,5";
"";"";"";"Pest megye";"38775";"38128,5";
"";"";"";"Fejér megye";"15616";"15250,5";
"";"";"";"Komárom-Esztergom megye";"11129";"10902,0";
"";"";"";"Veszprém megye";"13851";"13614,5";
"";"";"";"Gyõr-Moson-Sopron megye";"16856";"16472,0";
"";"";"";"Vas megye";"9416";"9226,0";
"";"";"";"Zala megye";"10557";"10404,5";
"";"";"";"Baranya megye";"15003";"14719,5";
"";"";"";"Somogy megye";"11433";"11173,5";
"";"";"";"Tolna megye";"8057";"7949,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25836";"25526,0";
"";"";"";"Heves megye";"11303";"11080,0";
"";"";"";"Nógrád megye";"7079";"6914,5";
"";"";"";"Hajdú-Bihar megye";"21065";"20485,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21453";"21290,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14823";"14567,0";
"";"";"";"Bács-Kiskun megye";"18688";"18519,0";
"";"";"";"Békés megye";"12881";"12749,5";
"";"";"";"Csongrád megye";"15958";"15580,0";
"";"";"25 - 29 éves";"Budapest";"81750";"83086,5";
"";"";"";"Pest megye";"46572";"47455,0";
"";"";"";"Fejér megye";"17681";"17901,5";
"";"";"";"Komárom-Esztergom megye";"13148";"13313,0";
"";"";"";"Veszprém megye";"14400";"14525,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18669";"18959,5";
"";"";"";"Vas megye";"10559";"10637,5";
"";"";"";"Zala megye";"11321";"11458,0";
"";"";"";"Baranya megye";"16049";"16191,0";
"";"";"";"Somogy megye";"12689";"12788,0";
"";"";"";"Tolna megye";"9461";"9474,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26727";"26779,5";
"";"";"";"Heves megye";"12277";"12438,5";
"";"";"";"Nógrád megye";"7852";"7899,5";
"";"";"";"Hajdú-Bihar megye";"22351";"22598,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23237";"23164,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"15511";"15631,0";
"";"";"";"Bács-Kiskun megye";"20954";"20907,0";
"";"";"";"Békés megye";"14643";"14606,5";
"";"";"";"Csongrád megye";"17482";"17709,0";
"";"";"30 - 34 éves";"Budapest";"65722";"66007,5";
"";"";"";"Pest megye";"42879";"43339,0";
"";"";"";"Fejér megye";"14960";"14958,5";
"";"";"";"Komárom-Esztergom megye";"10599";"10659,0";
"";"";"";"Veszprém megye";"12384";"12412,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15441";"15573,5";
"";"";"";"Vas megye";"9354";"9359,0";
"";"";"";"Zala megye";"9988";"9945,5";
"";"";"";"Baranya megye";"13761";"13760,0";
"";"";"";"Somogy megye";"11162";"11139,5";
"";"";"";"Tolna megye";"8366";"8297,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24330";"23992,0";
"";"";"";"Heves megye";"10597";"10583,0";
"";"";"";"Nógrád megye";"6948";"6926,0";
"";"";"";"Hajdú-Bihar megye";"19273";"19198,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20386";"20392,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13227";"13145,5";
"";"";"";"Bács-Kiskun megye";"18122";"18220,5";
"";"";"";"Békés megye";"12683";"12495,5";
"";"";"";"Csongrád megye";"14804";"14795,0";
"";"";"35 - 39 éves";"Budapest";"52141";"53450,5";
"";"";"";"Pest megye";"36125";"37498,5";
"";"";"";"Fejér megye";"13140";"13413,5";
"";"";"";"Komárom-Esztergom megye";"10036";"10220,5";
"";"";"";"Veszprém megye";"11556";"11667,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13195";"13449,5";
"";"";"";"Vas megye";"8192";"8338,5";
"";"";"";"Zala megye";"9252";"9356,5";
"";"";"";"Baranya megye";"13024";"13078,5";
"";"";"";"Somogy megye";"10151";"10278,0";
"";"";"";"Tolna megye";"7830";"7969,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23298";"23502,0";
"";"";"";"Heves megye";"9449";"9584,5";
"";"";"";"Nógrád megye";"6915";"6904,0";
"";"";"";"Hajdú-Bihar megye";"17430";"17703,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18520";"18765,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12343";"12470,5";
"";"";"";"Bács-Kiskun megye";"16797";"16977,0";
"";"";"";"Békés megye";"11804";"12031,5";
"";"";"";"Csongrád megye";"13069";"13383,0";
"";"";"40 - 44 éves";"Budapest";"49185";"48599,5";
"";"";"";"Pest megye";"35283";"35131,0";
"";"";"";"Fejér megye";"14184";"13927,5";
"";"";"";"Komárom-Esztergom megye";"10441";"10369,5";
"";"";"";"Veszprém megye";"12309";"12120,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13862";"13659,0";
"";"";"";"Vas megye";"8852";"8655,5";
"";"";"";"Zala megye";"10461";"10261,5";
"";"";"";"Baranya megye";"13977";"13737,5";
"";"";"";"Somogy megye";"11198";"10972,0";
"";"";"";"Tolna megye";"8338";"8144,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25224";"24806,5";
"";"";"";"Heves megye";"10537";"10321,0";
"";"";"";"Nógrád megye";"7340";"7270,0";
"";"";"";"Hajdú-Bihar megye";"18447";"18102,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19938";"19588,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13177";"12933,5";
"";"";"";"Bács-Kiskun megye";"18162";"17847,0";
"";"";"";"Békés megye";"12536";"12307,5";
"";"";"";"Csongrád megye";"13620";"13308,0";
"";"";"45 - 49 éves";"Budapest";"73685";"70120,5";
"";"";"";"Pest megye";"44825";"44020,5";
"";"";"";"Fejér megye";"18253";"18018,0";
"";"";"";"Komárom-Esztergom megye";"13331";"13120,5";
"";"";"";"Veszprém megye";"15719";"15503,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18318";"18095,0";
"";"";"";"Vas megye";"11275";"11111,0";
"";"";"";"Zala megye";"13074";"12900,0";
"";"";"";"Baranya megye";"17414";"17241,5";
"";"";"";"Somogy megye";"14271";"14091,0";
"";"";"";"Tolna megye";"10848";"10717,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"29929";"29558,5";
"";"";"";"Heves megye";"13695";"13499,5";
"";"";"";"Nógrád megye";"9146";"8956,5";
"";"";"";"Hajdú-Bihar megye";"22218";"22127,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23260";"23172,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"17337";"17075,5";
"";"";"";"Bács-Kiskun megye";"22537";"22368,5";
"";"";"";"Békés megye";"16504";"16243,5";
"";"";"";"Csongrád megye";"17766";"17498,0";
"";"";"50 - 54 éves";"Budapest";"71343";"72335,0";
"";"";"";"Pest megye";"42306";"43099,5";
"";"";"";"Fejér megye";"15780";"16031,0";
"";"";"";"Komárom-Esztergom megye";"11885";"12056,5";
"";"";"";"Veszprém megye";"13532";"13755,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16404";"16601,0";
"";"";"";"Vas megye";"10267";"10368,5";
"";"";"";"Zala megye";"11244";"11413,0";
"";"";"";"Baranya megye";"15155";"15253,0";
"";"";"";"Somogy megye";"13157";"13244,0";
"";"";"";"Tolna megye";"9623";"9700,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26493";"26774,5";
"";"";"";"Heves megye";"12471";"12615,5";
"";"";"";"Nógrád megye";"8095";"8252,0";
"";"";"";"Hajdú-Bihar megye";"19632";"19816,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20438";"20492,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15235";"15395,5";
"";"";"";"Bács-Kiskun megye";"19889";"20038,5";
"";"";"";"Békés megye";"14999";"15055,5";
"";"";"";"Csongrád megye";"16370";"16510,5";
"";"";"55 - 59 éves";"Budapest";"69300";"69396,5";
"";"";"";"Pest megye";"35866";"36617,5";
"";"";"";"Fejér megye";"12907";"13085,0";
"";"";"";"Komárom-Esztergom megye";"9898";"10041,5";
"";"";"";"Veszprém megye";"11157";"11309,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13648";"13952,5";
"";"";"";"Vas megye";"8424";"8591,0";
"";"";"";"Zala megye";"9198";"9381,0";
"";"";"";"Baranya megye";"12552";"12789,5";
"";"";"";"Somogy megye";"10367";"10625,0";
"";"";"";"Tolna megye";"7776";"7939,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22234";"22395,5";
"";"";"";"Heves megye";"10806";"10843,0";
"";"";"";"Nógrád megye";"7435";"7380,0";
"";"";"";"Hajdú-Bihar megye";"16060";"16226,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15401";"15860,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12757";"12822,0";
"";"";"";"Bács-Kiskun megye";"17713";"17860,0";
"";"";"";"Békés megye";"12595";"12746,0";
"";"";"";"Csongrád megye";"14633";"14750,5";
"";"";"60 - 64 éves";"Budapest";"58379";"59411,0";
"";"";"";"Pest megye";"31974";"32501,0";
"";"";"";"Fejér megye";"12820";"12857,5";
"";"";"";"Komárom-Esztergom megye";"9936";"10023,0";
"";"";"";"Veszprém megye";"11431";"11330,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12622";"12696,0";
"";"";"";"Vas megye";"8022";"8045,0";
"";"";"";"Zala megye";"9220";"9105,5";
"";"";"";"Baranya megye";"12660";"12613,5";
"";"";"";"Somogy megye";"10719";"10593,0";
"";"";"";"Tolna megye";"7652";"7555,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23031";"22843,5";
"";"";"";"Heves megye";"10670";"10661,0";
