"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Baranya megye";"11123";"10800,5";
"";"";"";"Somogy megye";"9337";"9060,5";
"";"";"";"Tolna megye";"6583";"6424,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19274";"18817,5";
"";"";"";"Heves megye";"9270";"9049,0";
"";"";"";"Nógrád megye";"5408";"5300,5";
"";"";"";"Hajdú-Bihar megye";"17014";"16612,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17935";"17411,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11602";"11176,0";
"";"";"";"Bács-Kiskun megye";"16177";"15639,0";
"";"";"";"Békés megye";"10025";"9742,0";
"";"";"";"Csongrád megye";"12786";"12385,5";
"";"";"40 - 44 éves";"Budapest";"82935";"82219,0";
"";"";"";"Pest megye";"62147";"61627,0";
"";"";"";"Fejér megye";"18624";"18477,5";
"";"";"";"Komárom-Esztergom megye";"13169";"13009,0";
"";"";"";"Veszprém megye";"14315";"14207,5";
"";"";"";"Gyõr-Moson-Sopron megye";"21268";"21313,5";
"";"";"";"Vas megye";"11008";"10971,5";
"";"";"";"Zala megye";"11339";"11219,5";
"";"";"";"Baranya megye";"14586";"14344,0";
"";"";"";"Somogy megye";"12324";"12170,5";
"";"";"";"Tolna megye";"8780";"8590,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23806";"23399,5";
"";"";"";"Heves megye";"12087";"11940,5";
"";"";"";"Nógrád megye";"7216";"7076,5";
"";"";"";"Hajdú-Bihar megye";"21182";"20865,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22357";"21922,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14755";"14463,0";
"";"";"";"Bács-Kiskun megye";"20546";"20391,0";
"";"";"";"Békés megye";"13619";"13270,5";
"";"";"";"Csongrád megye";"16467";"16234,0";
"";"";"45 - 49 éves";"Budapest";"64518";"66089,0";
"";"";"";"Pest megye";"50336";"51897,5";
"";"";"";"Fejér megye";"15241";"15557,5";
"";"";"";"Komárom-Esztergom megye";"10728";"11089,5";
"";"";"";"Veszprém megye";"12525";"12759,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17276";"17675,0";
"";"";"";"Vas megye";"9561";"9799,0";
"";"";"";"Zala megye";"10032";"10150,0";
"";"";"";"Baranya megye";"12896";"13094,0";
"";"";"";"Somogy megye";"10909";"11094,5";
"";"";"";"Tolna megye";"7816";"7905,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22000";"22170,5";
"";"";"";"Heves megye";"10510";"10689,0";
"";"";"";"Nógrád megye";"6614";"6674,0";
"";"";"";"Hajdú-Bihar megye";"18669";"18935,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20108";"20425,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12903";"13107,5";
"";"";"";"Bács-Kiskun megye";"18255";"18521,5";
"";"";"";"Békés megye";"11837";"12049,0";
"";"";"";"Csongrád megye";"14345";"14629,0";
"";"";"50 - 54 éves";"Budapest";"55034";"56309,5";
"";"";"";"Pest megye";"41394";"42838,0";
"";"";"";"Fejér megye";"13484";"13899,5";
"";"";"";"Komárom-Esztergom megye";"10052";"10204,5";
"";"";"";"Veszprém megye";"11517";"11685,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14598";"15033,5";
"";"";"";"Vas megye";"8694";"8880,0";
"";"";"";"Zala megye";"9521";"9625,0";
"";"";"";"Baranya megye";"12381";"12430,5";
"";"";"";"Somogy megye";"10369";"10456,0";
"";"";"";"Tolna megye";"7625";"7676,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21811";"21936,5";
"";"";"";"Heves megye";"9603";"9710,5";
"";"";"";"Nógrád megye";"6522";"6602,5";
"";"";"";"Hajdú-Bihar megye";"17452";"17702,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18341";"18512,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12277";"12398,0";
"";"";"";"Bács-Kiskun megye";"16951";"17229,0";
"";"";"";"Békés megye";"11691";"11815,0";
"";"";"";"Csongrád megye";"13333";"13489,0";
"";"";"55 - 59 éves";"Budapest";"46909";"46840,0";
"";"";"";"Pest megye";"35283";"35189,0";
"";"";"";"Fejér megye";"13158";"12940,0";
"";"";"";"Komárom-Esztergom megye";"9682";"9586,0";
"";"";"";"Veszprém megye";"11531";"11374,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13643";"13536,5";
"";"";"";"Vas megye";"8367";"8290,5";
"";"";"";"Zala megye";"9864";"9740,0";
"";"";"";"Baranya megye";"12603";"12446,5";
"";"";"";"Somogy megye";"10465";"10340,0";
"";"";"";"Tolna megye";"7466";"7364,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22099";"21736,0";
"";"";"";"Heves megye";"9704";"9542,0";
"";"";"";"Nógrád megye";"6661";"6555,5";
"";"";"";"Hajdú-Bihar megye";"17000";"16713,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18170";"17856,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11888";"11801,0";
"";"";"";"Bács-Kiskun megye";"16645";"16393,5";
"";"";"";"Békés megye";"11214";"11079,5";
"";"";"";"Csongrád megye";"12390";"12321,0";
"";"";"60 - 64 éves";"Budapest";"61590";"58180,5";
"";"";"";"Pest megye";"42946";"41536,0";
"";"";"";"Fejér megye";"16825";"16263,5";
"";"";"";"Komárom-Esztergom megye";"11675";"11365,5";
"";"";"";"Veszprém megye";"14255";"13870,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17080";"16673,0";
"";"";"";"Vas megye";"10471";"10145,0";
"";"";"";"Zala megye";"12283";"12066,5";
"";"";"";"Baranya megye";"15525";"15170,5";
"";"";"";"Somogy megye";"13385";"13016,5";
"";"";"";"Tolna megye";"9648";"9336,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25583";"25037,5";
"";"";"";"Heves megye";"12367";"11966,0";
"";"";"";"Nógrád megye";"8012";"7826,5";
"";"";"";"Hajdú-Bihar megye";"20429";"19958,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21311";"21006,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"15184";"14670,0";
"";"";"";"Bács-Kiskun megye";"20625";"20068,5";
"";"";"";"Békés megye";"14614";"14152,0";
"";"";"";"Csongrád megye";"16097";"15516,0";
"";"";"65 - 69 éves";"Budapest";"63742";"65065,0";
"";"";"";"Pest megye";"42233";"43119,5";
"";"";"";"Fejér megye";"14824";"15232,5";
"";"";"";"Komárom-Esztergom megye";"10602";"10830,0";
"";"";"";"Veszprém megye";"12724";"13004,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15522";"15850,0";
"";"";"";"Vas megye";"9446";"9691,5";
"";"";"";"Zala megye";"10977";"11216,5";
"";"";"";"Baranya megye";"13424";"13706,5";
"";"";"";"Somogy megye";"12334";"12607,0";
"";"";"";"Tolna megye";"8480";"8687,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22939";"23292,5";
"";"";"";"Heves megye";"11419";"11664,5";
"";"";"";"Nógrád megye";"7337";"7427,0";
"";"";"";"Hajdú-Bihar megye";"17963";"18326,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18599";"18929,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13463";"13777,5";
"";"";"";"Bács-Kiskun megye";"18180";"18508,0";
"";"";"";"Békés megye";"13134";"13320,0";
"";"";"";"Csongrád megye";"14986";"15216,0";
"";"";"70 - 74 éves";"Budapest";"56754";"56475,0";
"";"";"";"Pest megye";"33762";"34035,0";
"";"";"";"Fejér megye";"11296";"11489,0";
"";"";"";"Komárom-Esztergom megye";"8180";"8233,0";
"";"";"";"Veszprém megye";"9746";"9895,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12430";"12556,5";
"";"";"";"Vas megye";"7412";"7479,5";
"";"";"";"Zala megye";"8349";"8448,5";
"";"";"";"Baranya megye";"10708";"10781,5";
"";"";"";"Somogy megye";"9290";"9476,0";
"";"";"";"Tolna megye";"6544";"6599,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17684";"17747,5";
"";"";"";"Heves megye";"9122";"9151,0";
"";"";"";"Nógrád megye";"5856";"5876,0";
"";"";"";"Hajdú-Bihar megye";"13836";"13989,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13465";"13763,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10390";"10431,5";
"";"";"";"Bács-Kiskun megye";"15320";"15384,5";
"";"";"";"Békés megye";"10603";"10737,5";
"";"";"";"Csongrád megye";"12586";"12674,0";
"";"";"75 - 79 éves";"Budapest";"44772";"45858,0";
"";"";"";"Pest megye";"25904";"26699,0";
"";"";"";"Fejér megye";"9493";"9523,0";
"";"";"";"Komárom-Esztergom megye";"7214";"7256,5";
"";"";"";"Veszprém megye";"8361";"8423,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9825";"10007,0";
"";"";"";"Vas megye";"6015";"6079,0";
"";"";"";"Zala megye";"6866";"6957,0";
"";"";"";"Baranya megye";"9188";"9299,0";
"";"";"";"Somogy megye";"7638";"7693,5";
"";"";"";"Tolna megye";"5390";"5412,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15312";"15375,5";
"";"";"";"Heves megye";"7782";"7858,5";
"";"";"";"Nógrád megye";"5072";"5121,5";
"";"";"";"Hajdú-Bihar megye";"11655";"11740,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"10188";"10305,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9287";"9316,0";
"";"";"";"Bács-Kiskun megye";"12403";"12601,0";
"";"";"";"Békés megye";"9024";"8995,0";
"";"";"";"Csongrád megye";"10210";"10433,5";
"";"";"80 - 84 éves";"Budapest";"29473";"29642,5";
"";"";"";"Pest megye";"16927";"17110,0";
"";"";"";"Fejér megye";"6746";"6742,5";
"";"";"";"Komárom-Esztergom megye";"4787";"4840,5";
"";"";"";"Veszprém megye";"6000";"6055,5";
"";"";"";"Gyõr-Moson-Sopron megye";"6895";"6968,5";
"";"";"";"Vas megye";"4045";"4103,0";
"";"";"";"Zala megye";"5139";"5133,5";
"";"";"";"Baranya megye";"6630";"6670,0";
"";"";"";"Somogy megye";"5393";"5419,5";
"";"";"";"Tolna megye";"3934";"3971,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"11145";"11167,0";
"";"";"";"Heves megye";"5553";"5563,5";
"";"";"";"Nógrád megye";"3745";"3713,0";
"";"";"";"Hajdú-Bihar megye";"8388";"8429,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"7831";"7772,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6636";"6666,5";
"";"";"";"Bács-Kiskun megye";"9137";"9174,0";
"";"";"";"Békés megye";"6441";"6532,5";
"";"";"";"Csongrád megye";"7038";"7110,5";
"";"";"85 - X  éves";"Budapest";"30579";"30692,5";
"";"";"";"Pest megye";"15048";"15183,0";
"";"";"";"Fejér megye";"5614";"5666,0";
"";"";"";"Komárom-Esztergom megye";"3865";"3904,5";
"";"";"";"Veszprém megye";"4993";"5023,5";
"";"";"";"Gyõr-Moson-Sopron megye";"5894";"5921,5";
"";"";"";"Vas megye";"3798";"3779,5";
"";"";"";"Zala megye";"4515";"4529,5";
"";"";"";"Baranya megye";"5725";"5773,5";
"";"";"";"Somogy megye";"4646";"4679,5";
"";"";"";"Tolna megye";"3574";"3580,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"8762";"8850,5";
"";"";"";"Heves megye";"4824";"4857,0";
"";"";"";"Nógrád megye";"2821";"2841,5";
"";"";"";"Hajdú-Bihar megye";"7304";"7320,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"6361";"6419,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5772";"5780,0";
"";"";"";"Bács-Kiskun megye";"7739";"7775,0";
"";"";"";"Békés megye";"5733";"5694,0";
"";"";"";"Csongrád megye";"6158";"6158,5";
